ID,Sex,Nationality,Specialization,Title,Keywords,Date,Grade,Advisors,Pages,Words,Size,WordsPerPage
201815931,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Os referenciais de seguranc¸a da informac¸a~o e a melhoria conti´nua: um caso explorato´rio,Segurança da informação; Auditoria; Gestão do risco; Tecnologias de informação; Segurança de operações; Information security; Auditing; Risk management; Information technology; Operations security,2014-11-14T00:00:00Z,13,Antonio Manuel Cardoso Da Costa,92,8844,2.985921,96.1304347826087
201815940,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Automatização da alocação de posições na estrutura organizacional de SAP,SAP; ABAP; Recursos Humanos; Gestão organizacional; Administração de colaboradores; Human Resources; Organizational Management; Personnel Administration,2014-11-21T00:00:00Z,14,Jorge Manuel Neves Coelho,120,24464,2.738203,203.86666666666667
201815990,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Classificação e agregação automática de notícias desportivas,Texto; Classificação; Clustering; Notícias; Desporto; Text; Classification; News; Sports,2014-11-19T00:00:00Z,15,Nuno Filipe Fonseca Vasconcelos Escudeiro,141,29753,2.621947,211.01418439716312
201816024,Masculino,Portugal,Sistemas Computacionais,Virtual Communities of Practice: Design and Development of Support Platforms and Participation Fostering,Comunidades de prática; Gestão do conhecimento; Communities of practice; Knowledge management; Gamification,2014-10-14T00:00:00Z,17,Carlos Miguel Miranda Vaz De Carvalho,153,35804,2.716337,234.01307189542484
201816032,Masculino,Portugal,Sistemas Computacionais,Projeto topológico de uma rede rodoviária,Área Geográfica; Aglomerados Populacionais; Rede Rodoviária; Geração Automática de Redes; Geographical Area; Settlements; Road Network; Automatic Road,2014-11-21T00:00:00Z,14,Joao Paulo Jorge Pereira,76,10161,1.579781,133.69736842105263
201816059,Masculino,Portugal,Engenharia de Software,An Approach To Publish a Data Warehouse Content as Linked Data,Data Warehouse; Semantic Web; Linked (Open) Data; RDF Data Cube Vocabulary; RDB to RDF Mapping Languages; Armazém de Dados; Web Semântica,2014-11-21T00:00:00Z,13,Paulo Alexandre Fangueiro Oliveira Maio,118,25038,3.956196,212.1864406779661
201816091,Feminino,Portugal,Engenharia de Software,Análise de Desempenho e Recomendação para Soluções IVR,IVR; Data Mining; Classificação; Árvores de Decisão; C5.0; Data Mining; Classification; Decision Trees,2014-11-11T00:00:00Z,15,Paulo Jorge Machado Oliveira,97,18445,2.364219,190.15463917525773
201816210,Masculino,Portugal,Sistemas Computacionais,Ambientes Tridimensionais Sonoros,Estado emocional; Influência musical; Sugestões musicais; Bom desempenho numa tarefa; Emotional state; Musical influence; Musical suggestions; Good performance during a task,2014-11-06T00:00:00Z,14,Carlos Miguel Miranda Vaz De Carvalho,115,18110,2.607903,157.47826086956522
201816229,Masculino,Portugal,Engenharia de Software,Armazéns de Dados em Bases de Dados NoSQL,NoSQL; Big Data; Armazéns de dados; SQL Server 2014; MongoDB; Cassandra; Business Intelligence: Big Data; Data Warehousing; SQL Server 2014,2014-11-12T00:00:00Z,16,Paulo Jorge Machado Oliveira,178,53832,4.535142,302.4269662921348
201816253,Masculino,Portugal,Engenharia de Software,HÍPER-HEURÍSTICAS COM APRENDIZAGEM,Híper-heurística; Aprendizagem Automática; Q-Learning; Otimização; Escalonamento de tarefas; Meta-heurísticas; Sistemas Multiagente; Hyper-heuristics; Machine Learning; Optimization; Scheduling; Metaheuristics; Multi-Agent System,2014-11-12T00:00:00Z,15,Ana Maria Dias Madureira Pereira,115,33537,1.903363,291.62608695652176
201816270,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Aplicação para apoio a laboratórios remotos reconfiguráveis baseados na norma IEEE 1451.0,Experimentação remota; ; Norma IEEE 1451.0; TEDSs; Reconfiguração de laboratórios remotos; Remote experimentation; IEEE 1451.0 Std.; Reconfigurable remote laboratories; Weblabs,2014-11-13T00:00:00Z,14,Ricardo Jorge Guedes Da Silva Nunes Da Costa,130,37264,9.547316,286.6461538461538
201816300,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Accommodation Management System using Mobile Devices,Near Field Communication; Android; Smart Card; Emulação de Cartão; Hotelaria; Near Field Communication; Card Emulation; Hotel industry,2014-11-19T00:00:00Z,13,Lino Manuel Baptista Figueiredo,95,22573,2.109555,237.61052631578949
201816318,Masculino,Portugal,Sistemas Computacionais,"Combate à fraude em jogos de casino, assistida por computador",Banca Francesa; Jogo de casino; Computação visual; Reconhecimento de dados; Reconhecimento em tempo real; Deteção de fraude; Casino gaming; Computer vision; Dice recognition; Real time recognition; Fraud detection,2014-11-05T00:00:00Z,16,Pedro Jose De Oliveira,145,36893,11.173235,254.4344827586207
201816326,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Automatização de testes à framework myMIS,Desenvolvimento Orientado a Modelos; Testes genéricos a uma aplicação; Desenvolvimento Ágil; Model Driven Development; Generic application tests; Agile Development,2014-11-04T00:00:00Z,15,Paulo Alexandre Gandra De Sousa,87,21844,1.216675,251.08045977011494
201816334,Masculino,Portugal,Sistemas Computacionais,PROTÓTIPO EUROBOLSO,Aplicação móvel; Android; Near Field Communication; Euromilhões; Mobile Application; Near Field Communication; Euromillions,2014-11-14T00:00:00Z,13,Maria De Fatima Coutinho Rodrigues,70,12631,2.490372,180.44285714285715
201816342,Feminino,Portugal,Engenharia de Software,População e Enriquecimento de Ontologias através de Web Scrapping,World Wide Web; Web Scraping; Internet,2014-11-21T00:00:00Z,12,Paulo Alexandre Fangueiro Oliveira Maio,73,13699,3.210237,187.65753424657535
201816431,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Criador automático de aplicações nativas Android e iOS,Aplicações moveis nativas; Android; iOS; Plataforma web; Build tools; Processo de compilação; Mobile native applications; Web platform; Compilation process,2014-11-20T00:00:00Z,16,Paulo Manuel Baltarejo De Sousa,156,31612,5.580089,202.64102564102564
201816440,Masculino,Brasil,Sistemas Computacionais,Unidade de Interação e Controlo para uma cadeira de rodas elétrica automática,RevoChair; Cadeira de rodas; Deficiência; Autonomia; Wheelchair; Disability; Autonomy,2014-11-12T00:00:00Z,15,Paulo Alexandre Gandra De Sousa,72,11653,2.603514,161.84722222222223
201816482,Masculino,Portugal,Sistemas Computacionais,Criação de uma Framework Modular Vocacionada para o Desenvolvimento de Videojogos,Framework Modular; Videojogos; Interfaces para Videojogos; Game Design; Modular Framework; Video Games; Video Game Interfaces; Game Design,2014-11-14T00:00:00Z,16,Joao Paulo Jorge Pereira,122,23095,9.343346,189.30327868852459
201816512,Feminino,Portugal,Sistemas Computacionais,Utilização do Kinect no apoio ao ensino/ aprendizagem dos fundamentos da Matemática,Interfaces Naturais; Kinect; Matemática; Reconhecimento de Gestos; Natural User Interface; Mathematics; Gesture Recognition,2014-10-29T00:00:00Z,17,Joao Paulo Jorge Pereira,95,18300,2.984318,192.6315789473684
201816520,Masculino,Portugal,Engenharia de Software,Portal de Emprego Inteligente,Sistemas Periciais; Relaxamento de Restrições; Relevância de resultados; Expert Systems; Query Relaxation; Result Relevance,2014-11-14T00:00:00Z,13,Nuno Filipe Teixeira Malheiro,71,15124,5.216232,213.01408450704224
201816547,Masculino,Portugal,Sistemas Computacionais,Plataforma de gestão de guias de programação de TV digital,Guias de Programação Digital; EPG; Operadores de TV; Python; Django; PostgreSQL; Digital Schedules Listings; TV Operators,2014-11-13T00:00:00Z,15,Jose Antonio Reis Tavares,131,24748,3.335741,188.91603053435114
201816571,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",ESTUDO E ANÁLISE DAS REDES CENTRADAS EM CONTEÚDOS,Content Centric; Information Centric; Named Content; CCN; CCNx; ICN; NNC,2014-11-19T00:00:00Z,15,Nuno Alexandre Magalhaes Pereira,110,27688,4.018338,251.70909090909092
201816628,Feminino,Portugal,Sistemas Computacionais,Geocaching como ferramenta de Marketing Digital,GPS; Geocaching; Geocache; Wherigo; Marketing; Multimédia,2014-11-12T00:00:00Z,14,Carlos Miguel Miranda Vaz De Carvalho,158,21840,4.912686,138.22784810126583
201819236,Feminino,Portugal,Sistemas Computacionais,Aplicação de Advergames no Contexto Empresarial,Advergames; Jogos; Formas de marketing; Games; Forms of marketing,2014-11-05T00:00:00Z,13,Carlos Miguel Miranda Vaz De Carvalho,64,11270,2.244502,176.09375
201819201,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",MARKETING FOR FUTURE,Digital Cards; Loyalty; Passbook; Passwallet; Cartões Digitais; Fidelização,2014-11-21T00:00:00Z,16,Antonio Manuel Cardoso Da Costa,148,22429,9.198176,151.5472972972973
201819449,Masculino,Portugal,Engenharia de Software,Desenvolvimento e Aluguer de Software de Faturação,Aplicação de Gestão; Faturação; Aluguer de Software; Billing Software; Software subscription,2014-11-18T00:00:00Z,16,Luis Miguel Moreira Lino Ferreira,131,36081,2.966345,275.42748091603056
201819180,Masculino,Portugal,Sistemas Computacionais,Simulador para Apoio ao Ensino do Código da Estrada,Simulador; Código da estrada; Unity3D; Carta de condução; Simulator; Traffic Code; Drivers license; Unity3D,2014-11-19T00:00:00Z,17,Antonio Abel Vieira De Castro,130,21374,5.495833,164.41538461538462
201819546,Masculino,Bangladeche,Engenharia de Software,Exploring Distributed Computing Tools Through Data Mining Tasks,Distributed computing; Condor; BOINC; Data mining task; Computação distribuída; Tarefa de mineração de dados,2014-11-17T00:00:00Z,13,Paulo Jorge Machado Oliveira,99,21568,1.719992,217.85858585858585
201819260,Masculino,Portugal,Sistemas Computacionais,GEOLOCALIZAÇÃO EM ATIVIDADES FÍSICAS: APLICAÇÃO E EXPECTATIVAS,Dispositivos móveis; Actividades físicas; Aplicações móveis; GPS; Smartphones; Mobile devices; Physical activities; Mobile applications,2014-11-07T00:00:00Z,15,Filipe De Faria Pacheco Paulo,154,40900,11.866509,265.5844155844156
201819520,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",BAMoL - Formalização da linguagem e validação sintática de modelos,Linguagem de domínio específico; Modelo; Validação sintática; Domain-specific language; Model; Syntactic validation,2014-11-05T00:00:00Z,15,Paulo Alexandre Gandra De Sousa,94,17497,1.883308,186.13829787234042
201824078,Masculino,Portugal,Sistemas Computacionais,Aplicação para intervenção em terapia ocupacional com o Leap Motion,Integração bilateral motora; Leap Motion; Jogo 3D; Terapia ocupacional; Bilateral motor integration; Leap Motion; 3D game; Occupational therapy,2014-11-13T00:00:00Z,15,Paula Maria De Sa Oliveira Escudeiro,129,22656,21.68068,175.62790697674419
201824175,Masculino,Portugal,Sistemas Computacionais,SISTEMA PARA A MONITORIZAÇÃO ATIVA COM RECURSO AO CLOUD COMPUTING,Dispositivos móveis; Base de dados; NoSQL;Big Data; Internet of Things; Mobile Devices;Data Base,2014-11-11T00:00:00Z,15,Filipe De Faria Pacheco Paulo,120,29161,4.669245,243.00833333333333
201824183,Masculino,Portugal,Sistemas Computacionais,Sistema de Apoio ao Utilizador de Transportes Públicos,Tempo de espera; Aplicação web; Algoritmo; Rastreamento de viaturas; Waiting time; Web application; Algorithm; Tracking of vehicles,2014-11-07T00:00:00Z,14,Paulo Alexandre Gandra De Sousa,88,17536,1.889434,199.27272727272728
201824205,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Gestão de Redes Baseada em Agentes Móveis,Gestão de Redes; Simple Network Management Protocol; Elementos de Rede; Agentes Móveis; Simulador de Redes; Network Management; Network Elements; Mobile Agents; Network Simulators,2014-11-13T00:00:00Z,16,Maria Joao Monteiro Ferreira Viamonte,107,25410,3.476947,237.47663551401868
201824230,Masculino,Portugal,Sistemas Computacionais,Desenvolvimento de uma framework para a criação de videojogos,Videojogos; Framework; Motor de videojogo; Interface; Video Games; Game Engine,2014-11-14T00:00:00Z,16,Joao Paulo Jorge Pereira,137,21614,4.897151,157.76642335766422
201824299,Masculino,Portugal,Sistemas Computacionais,Dados de Reconhecimento Facial em Business Intelligence,Business Intelligence; Reconhecimento Facial; Armazém de Dados; Face Recognition; Data Warehouse,2014-11-19T00:00:00Z,15,Paulo Jorge Machado Oliveira,125,24519,2.851918,196.152
201824396,Feminino,Portugal,Sistemas Computacionais,Selection Constructive based Hyper-heuristic for Dynamic Scheduling,Ambientes Inteligentes; Escalonamento dinâmico; Hiper-heurísticas; Aprendizagem; Otimização; Ambient Intelligence; Dynamic Scheduling; Hyper-heuristics; Learning; Optimization,2014-11-12T00:00:00Z,16,Ana Maria Dias Madureira Pereira,125,39392,1.358118,315.136
201824400,Feminino,Portugal,Engenharia de Software,Classificação de sons cardíacos usando motifs,Sons cardíacos; Patologia; Coração; Classificação; Padrões;Motifs; Heart Sounds; Pathologies; Heart; Classification; Motifs,2014-11-12T00:00:00Z,15,Elsa Maria De Carvalho Ferreira Gomes,63,11679,1.652241,185.38095238095238
201824418,Feminino,Portugal,Sistemas Computacionais,Aplicação Móvel Para Registo Clínico de Pacientes,Registo clínico; Aplicação; Mobilidade; Inovação; Área médica; Medical record; Application; Mobility; Innovation; Medical area,2014-10-29T00:00:00Z,13,Paula Maria De Sa Oliveira Escudeiro,125,31732,3.395241,253.856
201824469,Masculino,Portugal,Sistemas Computacionais,Interfaces cérebro-computador - Utilização do Emotiv EPOC para controlar software lúdico,Interfaces cérebro-computador; Jogo Pong; ; Reprodutor de música; Sistemas de recomendação; Emotiv EPOC; Brain-computer interfaces; Pong game; Music player; Recommender systems,2014-11-21T00:00:00Z,15,Nuno Filipe Fonseca Vasconcelos Escudeiro,73,14935,4.430891,204.58904109589042
201824485,Masculino,Portugal,Engenharia de Software,Tendências no Twitter,Redes Sociais; Twitter; Tendências; Extração e Análise de Dados; Social Networks; Twitter; Trends; Data Extraction and Analysis,2014-11-10T00:00:00Z,14,Isabel De Fatima Silva Azevedo,112,24524,3.039956,218.96428571428572
201824507,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Avaliação de Riscos para a Segurança da Informação no ISEP Aplicação ao Processo de Notas,Sistema de gestão da informação; Norma ISO 27001; Processos; Análise de risco; Fluxo de trabalho; Aplicação de controlos; Management information system; Processes; Risk analysis; Workflow; Application controls,2014-11-18T00:00:00Z,14,Antonio Manuel Cardoso Da Costa,99,19124,5.348693,193.17171717171718
201824531,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Aplicação de Internet of Things em casas inteligentes - Serviços de Rede,"Internet of Things; Smart-Houses; Wireless Sensor Network; 6LoWPAN; IEEE 802.15.4; IPv6, CoAP; Contiki; Border Router",2014-11-20T00:00:00Z,15,Nuno Alexandre Magalhaes Pereira,102,17192,2.365516,168.54901960784315
201824540,Masculino,Portugal,Sistemas Computacionais,Sistema Inteligente de Apoio ao Coach,Sistema de apoio ao coach; Interação homem-computador; Personas; Níveis de utilizador; Rede Bayesiana; Engenharia de usabilidade; Coach support system; Human-computer interaction; Personas; User levels; Bayesian network; Usability engineering,2014-11-07T00:00:00Z,16,Ana Maria Dias Madureira Pereira,168,44383,3.866701,264.1845238095238
201753898,Masculino,Portugal,Sistemas Computacionais,Estudo de Funcionalidades HTML5 para um Editor de Imagem na Internet,HTML5; CSS3; Canvas; JavaScript; Edição de imagens; Manipulação de imagem; Aplicações Multimédia; Aplicações Online; Image Edition; Image Manipulation; Multimedia Application; Web-Based Application,2015-11-19T00:00:00Z,14,Filipe De Faria Pacheco Paulo,159,25265,8.485344,158.8993710691824
201753960,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Criação e atualização de aplicações para área de retalho por MDA,MDA; Framework; Internet; Gerador; E-commerce; Modelos; Web; Generator; E-commerce; Models,2015-11-17T00:00:00Z,15,Ana Maria Dias Madureira Pereira,132,29138,5.151399,220.74242424242425
201104628,Masculino,Portugal,"Arquitecturas, Sistemas e Redes","IPv6 - Integração, Transição e Segurança",IPv6; Rede; Segurança; Transição; Vulnerabilidade; Risco; Network; Security; Transition; Vulnerability; Risk,2015-07-30T00:00:00Z,16,Nuno Alexandre Magalhaes Pereira,133,33101,2.291424,248.8796992481203
201104350,Masculino,Portugal,Tecnologias do Conhecimento e Decisão,Articulação de várias linguagens de programação/tecnologias no desenvolvimento aplicacional,arquitetura multicamada; arquitetura monolítica; framework; front-end; middle-tier; back-end,2015-07-27T00:00:00Z,16,Luiz Felipe Rocha De Faria,121,23902,6.032582,197.53719008264463
201753987,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Frameworks Verticas vs Horizontais Gestão de Recursos Humanos com o OFBiz,ERP; Open Source; Framework; Protótipo; OFBiz; Spring; Prototype,2015-11-17T00:00:00Z,14,Alexandre Manuel Tavares Braganca,113,23771,5.545937,210.36283185840708
201753995,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",O Futuro dos Centros de Dados,Tecnologias de Informação; Centro de Dados; Computação na Nuvem; Virtualização; Consolidação; Disponibilidade; Information Technology; Data Center; Cloud Computing; Virtualization; Consolidation; Availability,2015-11-18T00:00:00Z,15,Nuno Alexandre Magalhaes Pereira,120,34728,5.006108,289.4
201754029,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Desenvolvimento de software com integração contínua,Integração contínua; Desenvolvimento de software; Continuous integration; Software Development,2015-11-17T00:00:00Z,14,Nuno Alexandre Magalhaes Pereira,94,20303,2.296137,215.98936170212767
201754045,Feminino,Portugal,Engenharia de Software,Previsão e definição de perfis na gestão dos recursos de energia no âmbito de edifícios auto-sustentáveis,Energia elétrica; Energias renováveis; Edifícios inteligentes; Sustentabilidade; Eficiência energética; Previsão; Electricity; Renewable energy; Intelligent buildings; Sustainability; Energy efficiency; Prediction,2015-11-16T00:00:00Z,15,Isabel Cecilia Correia Da Silva Praca Gomes Pereira,87,17595,4.951134,202.24137931034483
201754053,Masculino,Portugal,Sistemas Computacionais,SIAWISE AUDIT,SIAWISE AUDIT; Gestão de Legislação; Avaliação da Conformidade Legal; Gestão de Auditorias; Identificação de Legislação aplicável; App Windows 8.1; Legislative management; Evaluation of Legal Conformity; Audit Management,2015-10-30T00:00:00Z,15,Alberto Antonio Chalupa Sampaio,112,19671,6.029179,175.63392857142858
201754061,Masculino,Portugal,Engenharia de Software,Scalable Intelligence for Scheduling Systems,Modelação do utilizador; Interação homem-máquina; Aprendizagem automática; Sistemas de escalonamento; Design centrado no utilizador; Inteligência escalável; User Modelling; Human-Computer Interaction; Machine Learning; Scheduling Systems,2015-11-09T00:00:00Z,16,Ana Maria Dias Madureira Pereira,111,32282,8.247231,290.8288288288288
