ID,Sex,Nationality,Specialization,Title,Keywords,Date,Grade,Advisors,Pages,Words,Size,WordsPerPage
201754118,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Estratificação da interação com o utilizador em ambientes de Realidade Virtual,Realidade Virtual; Interação Pessoa-Máquina; Virtual Reality; Human-Computer Interaction,2015-11-18T00:00:00Z,15,Nuno Miguel Gomes Bettencourt,108,18460,23.686072,170.92592592592592
201754126,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Sistema de monitorização e alarmística de ativos de rede,Switch; Access Point; UPS; Monitorização; Alarmística; Monitoring; Alarms,2015-11-20T00:00:00Z,14,Antonio Manuel Cardoso Da Costa,146,34764,5.918702,238.1095890410959
201754169,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Middleware for Large-scale Distributed Systems,Distributed Systems; Middleware; AMQP; XMPP; Publish-Subscribe; Service-oriented Architecture; Sistemas Distribuídos; Arquitetura Orientada a Serviços,2015-11-23T00:00:00Z,15,Luis Miguel Moreira Lino Ferreira,122,33748,6.463555,276.62295081967216
201754231,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Avaliação dos mecanismos de concorrência na API do Java 8,Multicore; Parallel/concorrent programming; Operative System; Java; Synchronization; Algorithms; API; Núcleos; Programação paralela; Programação concorrente; Sistema operativo; Sincronização; Algoritmos,2015-11-13T00:00:00Z,16,Luis Miguel Pinho Nogueira,151,44747,11.408743,296.3377483443709
201754304,Masculino,Portugal,Sistemas Computacionais,Rapp?s ? Sistema de recomendação de apps de produtividade para Android,Produtividade; Dispositivo móvel; Apps; Sistemas de recomendação; Productivity; Mobile; Device; Recommender system,2015-11-16T00:00:00Z,16,Antonio Abel Vieira De Castro,150,34799,6.443166,231.99333333333334
201754320,Masculino,Portugal,Engenharia de Software,Desenvolvimento de uma framework de argumentação para apoio à tomada de decisão ubíqua,Sistemas de Apoio à Tomada de Decisão em Grupo; Sistemas Multi-Agente; Computação Ubíqua; Problemas Multi-Critério; Estilos de Comportamento; Group Decision Support Systems; Multi-Agent Systems; Ubiquitous Computing; Multi-Criteria Problems,2015-11-09T00:00:00Z,16,Maria Goreti Carvalho Marreiros,145,41151,2.709465,283.8
201163101,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",ViDi Stat,"Ferramenta inteligência de negócio, Mineração de dados; Mineração de dados na educação; Estatísticas; Qualidade de ensino; Business intelligence; Data mining; Educational data mining; Statistics: Educ",2015-11-23T00:00:00Z,14,Carlos Manuel Abreu Gomes Ferreira,275,49922,8.208084,181.53454545454545
201180502,Masculino,Portugal,Sistemas Gráficos e Multimédia,Estudo Focado no Utilizador de Software Gratuito para Modelação e Visualização 3D Realista,Blender; Unreal; Render; Raytracing; Pathtracing; Iluminação,2015-11-18T00:00:00Z,13,Filipe De Faria Pacheco Paulo,85,15789,7.769776,185.75294117647059
201754339,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",User Profiling and Knowledge Extraction For Tourism,Turismo; Data Mining; POI; Clustering; Sistemas de recomendação; Similaridade; Tourism; Recommender systems; Similarity,2015-11-12T00:00:00Z,14,Ana Maria Neves Almeida Baptista Figueiredo,96,17811,5.023902,185.53125
201754355,Feminino,Portugal,"Arquitecturas, Sistemas e Redes",Diagnóstico cardíaco a partir de dados acústicos e clínicos,"Sons cardíacos, Motifs; Dados clínicos; Classificação; Diagnóstico; Heart Sounds; Motifs; Clinic data; Classification; Diagnostic",2015-11-17T00:00:00Z,14,Elsa Maria De Carvalho Ferreira Gomes,81,18069,4.166193,223.07407407407408
201754371,Masculino,Portugal,Engenharia de Software,An Open Source BI Approach: Concept Proof Tracking Fleet,Inteligência de negócio; Pentaho; ETL; Acompanhamento Frotas; Armazéns de Dados; Modelo Dimensional; Business Intelligence; Fleet Tracking; Data Warehouses; Dimensional Modeling,2015-11-19T00:00:00Z,15,Paulo Jorge Machado Oliveira,119,31010,7.041957,260.5882352941176
201754410,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Classificação de sons urbanos usando motifs e MFCC,Classificação de sons urbanos; Mineração de dados; Motifs; MFCC; Urban Sound Classification; Data mining,2015-11-16T00:00:00Z,16,Elsa Maria De Carvalho Ferreira Gomes,93,19037,4.746527,204.69892473118279
201754436,Masculino,Portugal,Engenharia de Software,Descoberta de Conhecimento em Dádivas de Sangue,Mineração de dados; CRISP-DM; Saúde; Clementine 12.0; Classificação; Segmentação; Regras de Associação; Data Mining; Healthy; Classification; Clustering; Association Rules,2015-11-20T00:00:00Z,16,Paulo Jorge Machado Oliveira,122,24247,5.179818,198.74590163934425
201201496,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Implementação of an IoT-based sensor network integrating IoT-based sensor networks with large-scale message distribuition,Sensor Network; Programming; Internet of Things; Message Trading,2015-11-12T00:00:00Z,13,Nuno Alexandre Magalhaes Pereira,77,13651,5.248223,177.28571428571428
201754479,Masculino,Suíça,"Arquitecturas, Sistemas e Redes",Integrador para Sistema de Gestão Documental,Resultados clínicos; Profissional de Saúde; HL7 (Health Level Seven); CDA (Clinical Document Architecture); IHE (Integrating the HealthCare Enterprise); MongoDB; Clinical results; Health professional,2015-11-10T00:00:00Z,15,Alberto Antonio Chalupa Sampaio,79,13220,5.752585,167.34177215189874
201754509,Masculino,Portugal,Engenharia de Software,Ontologies for the interoperability of multi-agent electricity markets simulation platforms,Electricity Markets; Multi-agent Simulation; Ontologies; Semantic Interoperability; Interoperabilidade Semântica; Mercados de Energia Elétrica; Ontologias; Simulação Multiagente,2015-11-23T00:00:00Z,18,Zita Maria Almeida Do Vale,165,47205,7.558569,286.09090909090907
201754541,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Migração de aplicações móveis híbridas para Android nativo,Metodologias de desenvolvimento móveis; Aplicações móveis híbridas; Aplicações móveis nativas; Plano de migração; Desempenho e comportamento aplicacional; Mobile development methodologies; Hybrid mobile applications; Native mobile applications,2015-11-11T00:00:00Z,14,Paulo Manuel Baltarejo De Sousa,103,30076,1.924009,292
201754550,Masculino,Portugal,Sistemas Computacionais,Jogos digitais com contos infantis - Uma proposta de brinquedo-jogo para dispositivos móveis,Contos infantis; Jogos; Dispositivos móveis; Tecnologias; Children´s stories; Games; Technologies; Mobile Devices,2015-11-19T00:00:00Z,13,Ana Margarida Sousa Julio Mendes Barata,103,25778,6.132025,250.27184466019418
201094584,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Ferramenta Inteligente de Recolha de Dados,Comunicação de dados; Segurança de dados; Armazenamento de dados; Processamento de dados; Data communication; Data security; Data storage; Data processing,2015-09-22T00:00:00Z,15,Antonio Manuel Cardoso Da Costa,148,32992,3.920347,222.9189189189189
201754576,Masculino,Portugal,Sistemas Computacionais,Proposta de solução de videovigilância para locais remotos,SVR; Raspberry Pi; Streaming; Câmara; Web; Internet; Camera; Video surveillance,2015-11-13T00:00:00Z,14,Antonio Abel Vieira De Castro,154,31207,8.218312,202.64285714285714
201754592,Feminino,Portugal,Sistemas Computacionais,Social Media Integration in Video Games. GameNshare: A Social Overlay for Desktop Games.,Social media integration; Desktop games; Social overlay; Social networks; Gameplay experiences; Integração dos media sociais; Jogos de computador; Software de integração dos media sociais; Redes sociais; Experiências no jogo,2015-11-13T00:00:00Z,17,Filipe De Faria Pacheco Paulo,160,32102,8.701424,200.6375
201754614,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Real-time TAsk-Splitting scheduling algorithms framework,Sistemas multiprocessador; Escalonamento multiprocessador de tempo-real; Escalonamento semi-particionado; Análise de escalonabilidade; Linux; Multiprocessor Systems; Multiprocessor Real-Time Scheduling; Semi-Partitioned Scheduling,2015-11-10T00:00:00Z,15,Paulo Manuel Baltarejo De Sousa,104,39311,3.562005,377.99038461538464
201754622,Masculino,Portugal,Sistemas Computacionais,Contributos das TIC para as Necessidades Educativas Especiais - Treino da Perceção Visual,Necessidades Educativas Especiais; Dificuldades de Aprendizagem Específicas; Portal; Plano de Treino; Perceção Visual; TIC; Special Needs Education; Specific Learning Disabilities; Network System; Training Plan; Visual Perception; Informatics,2015-11-13T00:00:00Z,15,Carlos Miguel Miranda Vaz De Carvalho,102,24933,9.757168,244.44117647058823
201754657,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Multicore Scheduling of Real-Time Irregular Parallel Algorithms in Linux,Escalonamento de tempo real; Sistemas abertos de tempo real; Computacão paralela; Task-parallelism; Capacity-sharing; Work-stealing; Linux; Open real-time scheduling; Parallel computing,2015-11-18T00:00:00Z,16,Luis Miguel Pinho Nogueira,152,59005,5.081893,388.1907894736842
201754665,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Controlo de acesso móvel,Fechaduras inteligentes; Bluetooth; Controlo de acesso; Smartphone; BeagleBone Black; Open source; Smartlocks; Access control,2015-11-06T00:00:00Z,15,Alexandre Manuel Tavares Braganca,136,42070,11.133693,309.3382352941176
201162520,Masculino,Portugal,Tecnologias do Conhecimento e Decisão,Estudo e Avaliação de Plataformas de Business Intelligence em contexto empresarial,Business Intelligence; Plataformas BI Comerciais; Plataformas BI Open Source; Ferramentas de BI; Commercial BI Platforms; Open Source BI Platforms; BI tools,2015-10-12T00:00:00Z,14,Ana Maria Neves Almeida Baptista Figueiredo,144,29124,10.830769,202.25
201162466,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Gestão de Redes e Sistemas: Estudo de um caso,Gestão de Redes; Monitorização; Classificação de Tráfego; Desempenho; Network Management; Monitoring; Traffic Classification; Performance,2015-11-17T00:00:00Z,13,Maria Joao Monteiro Ferreira Viamonte,96,15192,4.407261,158.25
201754720,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Adaptation and Localization of Open Source ERPs - The case of Parties in OFBiz,ERPs; Gestão de Entidades; Apache OFBiz; SAP ERP; Party Management,2015-11-12T00:00:00Z,15,Alexandre Manuel Tavares Braganca,281,49954,9.855818,177.77224199288256
201754770,Masculino,Portugal,Sistemas Computacionais,Adaptive Game Design Study of a fully adaptive framework,Video jogos; Design adaptativo; Sistema de diálogos baseado em ficheiros; Sistema de personalidades; Adaptive game design; Dialogue system; Personality traits; Adaptive combat,2015-11-19T00:00:00Z,14,Filipe De Faria Pacheco Paulo,114,28111,7.186557,246.58771929824562
201754797,Masculino,Cabo Verde,Sistemas Computacionais,Exergames - Jogos Sérios para Promover o Exercício Físico,Jogos sérios; Exergames; Equipamentos de exercício físico; Dispositivos móveis; Serious games; Fitness equipment; Mobile devices,2015-11-23T00:00:00Z,15,Carlos Miguel Miranda Vaz De Carvalho,105,20707,5.770908,197.2095238095238
201754800,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Hypermedia-based Web Services as System Integrators,Web Service; REST; SOAP; BPM,2015-11-19T00:00:00Z,15,Alexandre Manuel Tavares Braganca,158,46172,41.322238,292.2278481012658
201754827,Masculino,Portugal,Sistemas Computacionais,Desenvolvimento de Frameworks de Testes Automáticos de Software,Metodologias ágeis; Frameworks; Testes automáticos; Funcionais; Unitários; Agile methodologies; Automated tests; Functional; Unit,2015-11-16T00:00:00Z,15,Antonio Constantino Lopes Martins,175,42147,3.987535,240.84
201754843,Masculino,Portugal,Sistemas Computacionais,Guia de desenvolvimento de jogos para programadores independentes,Jogos; Plataformas; Design gráfico; Programação; Independente; Desenvolvimento software; 2048; Games; Distribution platforms; Graphic design; Independent; Programming; Software development,2015-11-16T00:00:00Z,14,Filipe De Faria Pacheco Paulo,110,28888,7.162734,262.6181818181818
201754967,Feminino,Portugal,Engenharia de Software,Providing Adaptation for an Adaptive Hypermedia System,Hipermédia Adaptativa Educacional; Modelo do Utilizador; Modelo de Adaptação; Objectos de Aprendizagem; Constructivismo; Estilos de Aprendizagem; Adaptive Educational Hypermedia; User Model; Adaptation Model; Learning Objects; Constructivism,2015-11-17T00:00:00Z,17,Luiz Felipe Rocha De Faria,109,32987,4.400617,302.6330275229358
201754991,Masculino,Portugal,Sistemas Computacionais,Tecnologias Multimédia no Apoio ao Ensino da Assistência Pré-Hospitalar,Multimédia; Objeto de Aprendizagem; CiTAT; Tripulante de Ambulância de Transporte; Assistência Pré-hospitalar; e-learning; b-learning; Multimedia; Learning Objects; Ambulance Crew Member; Pre-hospital Care,2015-11-20T00:00:00Z,15,Antonio Abel Vieira De Castro,153,37358,10.081807,244.16993464052288
201755017,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Frameworks e Bibliotecas Javascript,Platforms; Frameworks; Libraries; Javascript; Use cases; Plataformas; Bibliotecas; Cenários,2015-11-16T00:00:00Z,14,Nuno Alexandre Pinto Da Silva,70,15097,3.892875,215.67142857142858
201755025,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Estudo de vulnerabilidades em aplicações web e o seu reflexo em domínios Portugueses,Ataques informáticos; Vulnerabilidades; Ameaças; Segurança informática; Aplicações Web; Cyber attacks; Vulnerabilities; Threats; Computer Security; Web Applications,2015-11-19T00:00:00Z,14,Nuno Alexandre Magalhaes Pereira,107,23303,4.34411,217.78504672897196
201755033,Masculino,Portugal,Sistemas Computacionais,NAVEGAC¸A~O WEB ANO´NIMA E SEGURA,Segurança; Navegação anónima; Rede Tor; Linux; Violência; Pirataria informática; Cibercrime; Security; Private browsing; Tor network; Opens source; Violence; Hacking,2015-11-23T00:00:00Z,16,Antonio Abel Vieira De Castro,166,38813,11.342857,233.8132530120482
201755076,Masculino,Portugal,Engenharia de Software,Arquitetura REST em smartphones Android,Web Services; SOAP; REST; Segurança; Testes; Security; Tests,2015-11-13T00:00:00Z,11,Luis Miguel Moreira Lino Ferreira,115,20536,5.684989,178.57391304347826
201755084,Masculino,Portugal,Sistemas Computacionais,Solução Industrial para Controlo de OEE,OEE; Aplicações móveis; Usabilidade; Near Field Communication; Android; Mobil Applications; Usability,2015-11-18T00:00:00Z,14,Maria De Fatima Coutinho Rodrigues,85,14724,5.263701,173.2235294117647
201204835,Masculino,Portugal,Sistemas Gráficos e Multimédia,All About Portugal - Website dedicado ao turismo externo em Portugal,Turismo; Motores de pesquisa; Google; SEO; Tourism; Search engines,2015-11-16T00:00:00Z,15,Carlos Miguel Miranda Vaz De Carvalho,125,26174,16.971077,209.392
201202700,Masculino,Portugal,Sistemas Gráficos e Multimédia,A framework for real time MMO game content generation,Plataformas móveis; Real time massively multiplayer online game; MMO; Videojogos; Framework flexível,2015-11-11T00:00:00Z,16,Jorge Manuel Neves Coelho,86,20897,7.292424,242.98837209302326
201202620,Masculino,Portugal,Sistemas Gráficos e Multimédia,A Eficácia da Plataforma Talky - a Destrava Línguas em Crianças com Perturbações da Linguagem,"Modes and Effects Analysis; Perturbações da linguagem; TIC; Software educativo; ""Talky  A Destrava Línguas; Language disorders; ICT; Educational software",2015-11-20T00:00:00Z,14,Nuno Filipe Fonseca Vasconcelos Escudeiro,105,20682,2.10336,196.97142857142856
201202573,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",Efeitos especiais mediados por Kinect em contexto de espetáculo de dança ao vivo,Dança; Espetáculos; Sensores de Movimento; Efeitos; Interação; MoveU; Dance; Shows; Motion Sensors; Effects; Interaction,2015-11-13T00:00:00Z,15,Antonio Abel Vieira De Castro,158,38727,7.115055,245.10759493670886
201163071,Masculino,Portugal,"Arquitecturas, Sistemas e Redes",ViDi Stat,"Ferramenta inteligência de negócio, Mineração de dados; Mineração de dados na educação; Estatísticas; Qualidade de ensino; Business intelligence; Data mining; Educational data mining; Statistics: Educ",2015-11-16T00:00:00Z,14,Carlos Manuel Abreu Gomes Ferreira,275,49898,8.205787,181.44727272727272
201749092,Masculino,Portugal,Sistemas de Informação e Conhecimento,Plataforma de Fidelização de Clientes (Multiempresa),PaaS; Customer Loyalty; Discount Card; Smartphone,2016-11-16T00:00:00Z,13,Jorge Manuel Neves Coelho,NA,NA,NA,NA
201749157,Feminino,Portugal,Sistemas Computacionais,Apoio à validação técnica da rede em ambiente de simulação multi-agente de mercados de energia elétrica,Eletric power Industry; Eletricity markets; Power Flow; Electric Network; Multi-agent Simulation,2016-11-17T00:00:00Z,16,Isabel Cecilia Correia Da Silva Praca Gomes Pereira,134,32079,6.865248,239.3955223880597
201749173,Feminino,Portugal,Sistemas de Informação e Conhecimento,Proximity based serious games for hospitality,Turismo; Hospitalidade; Jogos Sérios; Android; Tecnologias móveis,2016-11-24T00:00:00Z,16,Ana Maria Dias Madureira Pereira,117,28523,5.449435,243.7863247863248
201277875,Masculino,Portugal,Sistemas Computacionais,Protótipo Plataforma de Escrita,Machine learning; natural language processing (NLP); inteligência artificial; processamento de texto; Text Mining; Data Mining,2016-07-28T00:00:00Z,16,Nuno Filipe Fonseca Vasconcelos Escudeiro,144,32018,6.996853,222.34722222222223
201749254,Masculino,Portugal,Sistemas Computacionais,Framework de Agilização do Processo de criação de Aplicações Multiplataforma através da Geração Automática de Código,speed; acceleration; development; cross-platform; automatic code generation; business logic,2016-11-18T00:00:00Z,15,Paulo Alexandre Fangueiro Oliveira Maio,NA,NA,NA,NA
201749270,Masculino,Portugal,Sistemas de Informação e Conhecimento,FD+ Fall Detection,Domotic; Internet of Things; Engineering; Health; Monitoring; Fall;,2016-11-22T00:00:00Z,15,Jorge Manuel Neves Coelho,NA,NA,NA,NA
201749289,Masculino,Suíça,Sistemas Gráficos e Multimédia,Desenvolvimento de Plataformas Multicanal,Internet; Bank; Internet Banking; Multichannel; Security,2016-11-18T00:00:00Z,14,Antonio Constantino Lopes Martins,117,23241,8.964944,198.64102564102564
201749360,Masculino,Portugal,Sistemas Computacionais,Funcionalidades avançadas para pontos de venda móveis Caso de estudo aplicado ao produto MediaPOS,Point of Sale; Mobile Application; Cross-Platform Solution; Advanced features,2016-11-24T00:00:00Z,15,Paulo Manuel Baltarejo De Sousa,133,34461,5.97397,259.10526315789474
201290510,Masculino,Portugal,Sistemas de Informação e Conhecimento,Processo de Análise de Negócio,Análise de Negócio; Gestão de Requisitos; Gestão de Risco; Engenharia de Software; Segurança; Requisitos e Qualidade.,2016-07-28T00:00:00Z,18,Paulo Jorge Machado Oliveira,131,30178,17.439336,230.36641221374046
201277794,Masculino,Portugal,Sistemas de Informação e Conhecimento,Sistema de recomendação baseado em Data Mining,Inteligência Empresarial; Mineração de Dados; Classificação; Regras de Associação; Sistema de Recomendação;: Business Intelligence; Data Minin; Classification; Association Rules;Recommendation System,2016-07-28T00:00:00Z,16,Maria De Fatima Coutinho Rodrigues,177,42330,5.189408,239.15254237288136
201749394,Masculino,Portugal,Sistemas de Informação e Conhecimento,Framework 3D OpenWorld Maker,Dapper; Sql Server; Unreal Engine; RUDP; Game Engine; Network,2016-11-22T00:00:00Z,14,Antonio Abel Vieira De Castro,NA,NA,NA,NA
201749416,Masculino,Portugal,Sistemas Gráficos e Multimédia,Full Stack Application Generation for Insurance Sales based on Product Models,Insurance; Line-of-Business; Different conceptual models; Adaptation; Code Generatio,2016-11-24T00:00:00Z,17,Paulo Alexandre Gandra De Sousa,165,45912,5.403592,278.25454545454545
201749424,Masculino,Portugal,Sistemas de Informação e Conhecimento,Who is Tracking Me on the Web?,Privacy; Methods of gathering information; Entities,2016-11-23T00:00:00Z,15,Nuno Alexandre Magalhaes Pereira,79,17221,4.229985,217.9873417721519
201703440,Masculino,Portugal,Sistemas Gráficos e Multimédia,Friends Location Tracker (FLT) - Mecanismos de promoção da sociabilização presencial,Tecnologia; Aplicação; Android; Localização; Rede Social; Dispositivo móvel; Technology; Application;Location; Social Network; Mobile device,2016-10-11T00:00:00Z,12,Antonio Abel Vieira De Castro,83,12509,5.144007,150.710843373494
201749521,Masculino,São Tomé e Príncipe,Sistemas de Informação e Conhecimento,Plataforma para recolha e identificação automática de espécies de pássaros utilizando registos áudio,Sound Classification; data mining; motifs; MFCC,2016-11-22T00:00:00Z,16,Elsa Maria De Carvalho Ferreira Gomes,117,20327,5.726409,173.73504273504273
201749580,Masculino,Portugal,Sistemas Computacionais,INTEGRAÇÃO E ADAPTAÇÃO DO SOFTWARE EASY2REC COM A PLATAFORMA EDUCAST@FCCN DA FCCN,Easy2rec; Educast; Videoaula; E-Learning; Lecture Recording; Windows,2016-11-23T00:00:00Z,15,Antonio Abel Vieira De Castro,101,23325,5.87517,230.94059405940595
201330865,Masculino,Portugal,Sistemas de Informação e Conhecimento,Modélisation prédictive des interactions entre bactéries et virus bactériophages,Phagothérapie; Apprentissage automatique; Phage therapy; Machine learning,2016-09-09T00:00:00Z,17,Antonio Constantino Lopes Martins,147,38488,7.430711,261.82312925170066
201749670,Masculino,Portugal,Sistemas de Informação e Conhecimento,Implementação de Processos RH em SAP,SAP; HR; P&F; Workflow; ABAP,2016-11-16T00:00:00Z,14,Jorge Manuel Neves Coelho,NA,NA,NA,NA
201749700,Masculino,Portugal,Sistemas de Informação e Conhecimento,Reescrita de operações de limpeza de dados,Data Quality; DQM; Data Cleaning Operations; Query rewriting; ontologies,2016-11-15T00:00:00Z,15,Paulo Alexandre Fangueiro Oliveira Maio,114,32004,5.305949,280.7368421052632
201749718,Masculino,Portugal,Sistemas de Informação e Conhecimento,Plataforma de Fidelização de Clientes (Multiempresa),PaaS; Customer Loyalty; Discount Cards; Smartphone,2016-11-16T00:00:00Z,13,Jorge Manuel Neves Coelho,NA,NA,NA,NA
201749750,Masculino,Portugal,Sistemas de Informação e Conhecimento,SERENITY Home Automation,Home Automation; Efficiency; Accessibility; Security; Android; Communication,2016-11-17T00:00:00Z,17,Nuno Filipe Fonseca Vasconcelos Escudeiro,NA,NA,NA,NA
201749769,Masculino,Portugal,Sistemas Computacionais,Estudo de Segurança dos Protocolos SSL/TLS,TLS; SSL; HTTPS; Vulnerabilities; Security; Internet,2016-11-24T00:00:00Z,15,Nuno Alexandre Magalhaes Pereira,121,19763,12.797904,163.3305785123967
201749793,Masculino,Portugal,Sistemas de Informação e Conhecimento,Análise da Gestão de Palavras-Chave,Autenticação; gestão; segurança,2016-11-25T00:00:00Z,16,Jorge Manuel Canelhas Pinto Leite,NA,NA,NA,NA
201749815,Masculino,Portugal,Sistemas Computacionais,Estudo da Aplicação do Material Design em Computadores Pessoais: Desenvolvimento de um Media Player,interfaces gráficas; usabilidade; Material Design; open-source; multimédia; Linux,2016-11-16T00:00:00Z,16,Joao Paulo Jorge Pereira,127,57071,6.683417,449.37795275590554
201749823,Masculino,Portugal,Sistemas de Informação e Conhecimento,Plataforma de apoio à avaliação de ciclos de estudo,Bologna process; Evaluation; Accreditation; A3ES,2016-11-23T00:00:00Z,15,Jorge Manuel Canelhas Pinto Leite,108,19091,4.666421,176.7685185185185
201749831,Feminino,Portugal,Sistemas de Informação e Conhecimento,Business Intelligence em Avaliações de Alunos da Licenciatura em Engenharia Informática,Business Intelligence; Data Warehouse; ETL; OLAP,2016-11-22T00:00:00Z,15,Paulo Jorge Machado Oliveira,148,34495,6.651087,233.07432432432432
201749874,Masculino,Portugal,Sistemas de Informação e Conhecimento,Deteção de convulsões epiléticas a partir de eletroencefalogramas,Classification; data mining; motifs,2016-11-18T00:00:00Z,16,Elsa Maria De Carvalho Ferreira Gomes,133,35292,5.733142,265.3533834586466
201749882,Masculino,Portugal,Sistemas de Informação e Conhecimento,Poi engine - Sistema automático de pesquisa e recolha de pontos de interesses turísticos relativos a formação na área da saúde,Recommendation system; tourism; professional tourism; points of interest,2016-11-23T00:00:00Z,15,Ana Maria Neves Almeida Baptista Figueiredo,143,31154,5.510157,217.86013986013987
201749939,Masculino,Portugal,Sistemas Computacionais,Jogos adaptativos para apoio à reabilitação de pessoas com perda de memória,Memory; Rehabilitation; Memory Loss,2016-11-25T00:00:00Z,13,Antonio Abel Vieira De Castro,115,17206,9.658863,149.61739130434782
201749947,Masculino,Portugal,Sistemas Computacionais,Análise Sentimental em Recursos do YouTube,Sentiment analysis; natural language processing; YouTube; comments; polarity,2016-11-17T00:00:00Z,15,Isabel De Fatima Silva Azevedo,115,17206,9.658863,149.61739130434782
201708582,Masculino,Portugal,Sistemas Computacionais,Estudo das Normas para Sistemas de Transporte Inteligente Cooperativo (C-ITS),Veículos inteligentes; V2x; V2V; V2I; C-ITS; ITS; VANET; MANET; WAVE; IEEE 802.11p; Intelligent Vehicles,2016-11-14T00:00:00Z,12,Nuno Alexandre Magalhaes Pereira,NA,NA,NA,NA
201749980,Masculino,Portugal,Sistemas de Informação e Conhecimento,Database as a Service (DaaS) or RDBMS?,Database; Database as a Service (DaaS); Relational DataBase Management System (RDBMS),2016-11-24T00:00:00Z,14,Ana Maria Neves Almeida Baptista Figueiredo,106,23644,6.132738,223.0566037735849
201750015,Masculino,Portugal,Sistemas Computacionais,Scarlett Game Studio,Multimedia; Development Tools; Videogames; 2D,2016-11-21T00:00:00Z,14,Filipe De Faria Pacheco Paulo,106,21346,7.450494,201.37735849056602
201750058,Masculino,Portugal,Sistemas de Informação e Conhecimento,Plataforma Automática de Estimulação e Avaliação Cognitiva,Cognitive Stimulation; Cognitive Decline; Attention; Memory; Orientation; Educational Games; Serious Games; Assessment,2016-11-21T00:00:00Z,16,Nuno Filipe Fonseca Vasconcelos Escudeiro,177,47028,7.668383,265.6949152542373
201554771,Masculino,Portugal,Sistemas Gráficos e Multimédia,Praxis Market Gap Analysis,Processamento automático de texto; Nuvem de etiquetas; Documentos orientados a dados; Text Mining; Tag Clouds; Clustering; Data-Driven Documents,2016-10-20T00:00:00Z,16,Nuno Filipe Fonseca Vasconcelos Escudeiro,93,24803,5.448808,266.6989247311828
201750090,Masculino,Portugal,Sistemas Computacionais,Como é que as tecnologias de informação podem ajudar na gestão de modelos de avaliação de colaboradores,Evaluation models; management assessment; employee tracking; performance evaluation,2016-11-22T00:00:00Z,14,Paula Maria De Sa Oliveira Escudeiro,85,16628,4.789961,195.6235294117647
201750112,Masculino,Portugal,Sistemas Computacionais,Análise em tempo real de dados com bases de dados não relacionais,Performance; Drivers tracking,2016-11-21T00:00:00Z,13,Isabel De Fatima Silva Azevedo,98,17871,4.962255,182.35714285714286
201750120,Masculino,Portugal,Sistemas Computacionais,Tradutor bidirecional de linguá gestual portuguesa,Sign language; VirtualSign; Unity; Configurator;Translator,2016-11-23T00:00:00Z,15,Paula Maria De Sa Oliveira Escudeiro,138,23130,7.853791,167.6086956521739
201750155,Masculino,Portugal,Sistemas de Informação e Conhecimento,Plataforma Automática de Estimulação e Avaliação Cognitiva,Cognitive Stimulation; Cognitive Decline; Attention; Memory; Orientation; Educational Games; Serious Games; Assessment; Unity; ASANA; Bitbucket; Scrum; C#;,2016-11-21T00:00:00Z,17,Nuno Filipe Fonseca Vasconcelos Escudeiro,177,47028,7.668386,265.6949152542373
201750198,Masculino,Portugal,Sistemas de Informação e Conhecimento,Modelos de Data Mining para suporte a avaliações sensoriais do vinho,Vinho Verde Science; Decision trees; Bagged trees; Support vector machine; Random forest,2016-11-15T00:00:00Z,15,Maria De Fatima Coutinho Rodrigues,72,13480,5.393315,187.22222222222223
201750236,Masculino,Portugal,Sistemas Computacionais,Discovering Badges,Open Badges; Digital Badges; OBI; xAPI; LRS; Microservices; Software Engineering,2016-11-17T00:00:00Z,17,Isabel De Fatima Silva Azevedo,146,33646,7.139661,230.45205479452054
201750252,Masculino,Portugal,Sistemas Computacionais,Solução parametrizável para Corporate TV,Corporate TV; sinalética digital; Raspberry Pi; R;CTV; Informação; gestão de conteúdos,2016-11-22T00:00:00Z,14,Antonio Abel Vieira De Castro,146,34860,6.776762,238.76712328767124
201750260,Masculino,Portugal,Sistemas Computacionais,Anxiety reducing through a neurofeedback serious game with dynamic difficulty adjustment,Serious Games; Neurofeedback; Dynamic Difficulty Adjustment;,2016-11-24T00:00:00Z,15,Filipe De Faria Pacheco Paulo,99,20269,6.825462,204.73737373737373
